hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind_perm-4	CbG<rGuDrD	0.56	0.519	0.211	45.5	0.0228	1
hetio-ind_perm-4	CbGaD	0.279	0.573	0.26	0.494	0.0137	1
hetio-ind_perm-4	CbGaDaGaD	0.968	0.632	0.294	604	0.0345	1
hetio-ind_perm-4	CbGaDaGdD	0.441	0.566	0.238	339	0.0264	1
hetio-ind_perm-4	CbGaDaGuD	0.49	0.589	0.249	438	0.0292	1
hetio-ind_perm-4	CbGaDdGaD	0.932	0.63	0.292	237	0.0252	1
hetio-ind_perm-4	CbGaDdGdD	0.467	0.571	0.236	957	0.0494	1
hetio-ind_perm-4	CbGaDdGuD	0.474	0.58	0.243	815	0.0426	1
hetio-ind_perm-4	CbGaDlAlD	0.954	0.568	0.234	136	0.0225	1
hetio-ind_perm-4	CbGaDpCpD	0.287	0.56	0.257	2.32	0.011	1
hetio-ind_perm-4	CbGaDpCtD	0.495	0.637	0.287	2.42	0.0115	1
hetio-ind_perm-4	CbGaDpSpD	0.954	0.56	0.229	154	0.0227	1
hetio-ind_perm-4	CbGaDrD	0.564	0.504	0.199	2.25	0.0131	1
hetio-ind_perm-4	CbGaDrDrD	0.885	0.522	0.205	27	0.0132	1
hetio-ind_perm-4	CbGaDtCpD	0.228	0.581	0.275	1.66	0.0113	1
hetio-ind_perm-4	CbGaDtCtD	0.824	0.669	0.318	30.8	0.0129	1
hetio-ind_perm-4	CbGaDuGaD	0.938	0.628	0.294	314	0.0261	1
hetio-ind_perm-4	CbGaDuGdD	0.47	0.57	0.238	823	0.0422	1
hetio-ind_perm-4	CbGaDuGuD	0.488	0.585	0.241	1.14e+03	0.055	1
hetio-ind_perm-4	CbGbCbGaD	0.972	0.653	0.321	559	0.0353	1
hetio-ind_perm-4	CbGbCbGdD	0.43	0.558	0.233	418	0.0297	1
hetio-ind_perm-4	CbGbCbGuD	0.438	0.564	0.241	342	0.0282	1
hetio-ind_perm-4	CbGbCdGaD	0.966	0.645	0.321	434	0.0305	1
hetio-ind_perm-4	CbGbCdGdD	0.471	0.568	0.238	1.23e+03	0.0571	1
hetio-ind_perm-4	CbGbCdGuD	0.497	0.586	0.244	1.67e+03	0.0732	1
hetio-ind_perm-4	CbGbCpD	0.383	0.599	0.272	2.64	0.0118	1
hetio-ind_perm-4	CbGbCpDrD	0.659	0.507	0.201	15.9	0.0149	1
hetio-ind_perm-4	CbGbCrCpD	0.465	0.608	0.272	20.5	0.0154	1
hetio-ind_perm-4	CbGbCrCtD	0.9	0.702	0.353	63.6	0.02	1
hetio-ind_perm-4	CbGbCtD	0.814	0.642	0.304	10.8	0.0118	1
hetio-ind_perm-4	CbGbCtDrD	0.822	0.506	0.204	36	0.0186	1
hetio-ind_perm-4	CbGbCuGaD	0.971	0.648	0.322	542	0.034	1
hetio-ind_perm-4	CbGbCuGdD	0.462	0.567	0.236	1.15e+03	0.0549	1
hetio-ind_perm-4	CbGbCuGuD	0.473	0.58	0.243	1.38e+03	0.0644	1
hetio-ind_perm-4	CbGcG<rGaD	0.814	0.603	0.284	26.9	0.0327	1
hetio-ind_perm-4	CbGcG<rGdD	0.369	0.556	0.238	38.9	0.0429	1
hetio-ind_perm-4	CbGcG<rGuD	0.401	0.578	0.248	47.2	0.0496	1
hetio-ind_perm-4	CbGcGaD	0.223	0.576	0.272	0.402	0.0148	1
hetio-ind_perm-4	CbGcGaDrD	0.467	0.521	0.22	1.61	0.0133	1
hetio-ind_perm-4	CbGcGbCpD	0.101	0.543	0.284	0.199	0.0116	1
hetio-ind_perm-4	CbGcGbCtD	0.245	0.554	0.254	0.749	0.0123	1
hetio-ind_perm-4	CbGcGcGaD	0.833	0.634	0.31	19.4	0.0171	1
hetio-ind_perm-4	CbGcGcGdD	0.408	0.557	0.239	86.7	0.0259	1
hetio-ind_perm-4	CbGcGcGuD	0.418	0.568	0.246	83.9	0.0258	1
hetio-ind_perm-4	CbGcGdAlD	0.847	0.603	0.269	30.1	0.0353	1
hetio-ind_perm-4	CbGcGdCpD	0.0644	0.523	0.261	0.0951	0.0112	1
hetio-ind_perm-4	CbGcGdCtD	0.532	0.647	0.302	3.78	0.0153	1
hetio-ind_perm-4	CbGcGdD	0.237	0.53	0.232	1.79	0.0235	1
hetio-ind_perm-4	CbGcGdDrD	0.571	0.526	0.224	7.81	0.0228	1
hetio-ind_perm-4	CbGcGeAlD	0.934	0.591	0.263	150	0.146	1
hetio-ind_perm-4	CbGcGiGaD	0.825	0.628	0.305	15.6	0.0272	1
hetio-ind_perm-4	CbGcGiGdD	0.378	0.553	0.242	30.3	0.0362	1
hetio-ind_perm-4	CbGcGiGuD	0.381	0.561	0.245	33.9	0.039	1
hetio-ind_perm-4	CbGcGr>GaD	0.79	0.624	0.293	19.6	0.027	1
hetio-ind_perm-4	CbGcGr>GdD	0.384	0.563	0.243	42.4	0.0424	1
hetio-ind_perm-4	CbGcGr>GuD	0.399	0.569	0.246	56.3	0.0533	1
hetio-ind_perm-4	CbGcGuAlD	0.847	0.606	0.271	28.7	0.0347	1
hetio-ind_perm-4	CbGcGuCpD	0.0506	0.522	0.276	0.085	0.0118	1
hetio-ind_perm-4	CbGcGuCtD	0.514	0.639	0.292	4.17	0.0158	1
hetio-ind_perm-4	CbGcGuD	0.225	0.529	0.242	1.45	0.0244	1
hetio-ind_perm-4	CbGcGuDrD	0.566	0.529	0.229	6.95	0.0217	1
hetio-ind_perm-4	CbGdAdGaD	0.971	0.644	0.316	2.24e+03	0.0839	1
hetio-ind_perm-4	CbGdAdGdD	0.488	0.575	0.247	7.73e+03	0.275	1
hetio-ind_perm-4	CbGdAdGuD	0.487	0.586	0.254	7.76e+03	0.271	1
hetio-ind_perm-4	CbGdAeGaD	0.971	0.644	0.314	6.3e+03	0.226	1
hetio-ind_perm-4	CbGdAeGdD	0.488	0.576	0.247	2.14e+04	0.757	1
hetio-ind_perm-4	CbGdAeGuD	0.495	0.591	0.255	2.27e+04	0.786	1
hetio-ind_perm-4	CbGdAlD	0.792	0.588	0.262	6.86	0.0337	1
hetio-ind_perm-4	CbGdAlDrD	0.9	0.507	0.205	51.4	0.0163	1
hetio-ind_perm-4	CbGdAuGaD	0.971	0.644	0.314	2.01e+03	0.0756	1
hetio-ind_perm-4	CbGdAuGdD	0.487	0.576	0.247	6.83e+03	0.242	1
hetio-ind_perm-4	CbGdAuGuD	0.487	0.586	0.253	7.44e+03	0.257	1
hetio-ind_perm-4	CbGdCbGaD	0.508	0.555	0.235	6.79	0.0132	1
hetio-ind_perm-4	CbGdCbGdD	0.199	0.514	0.216	5.12	0.0136	1
hetio-ind_perm-4	CbGdCbGuD	0.203	0.523	0.225	4.19	0.0139	1
hetio-ind_perm-4	CbGdCdGaD	0.654	0.563	0.247	69.1	0.018	1
hetio-ind_perm-4	CbGdCdGdD	0.327	0.551	0.236	213	0.0256	1
hetio-ind_perm-4	CbGdCdGuD	0.339	0.559	0.241	280	0.0269	1
hetio-ind_perm-4	CbGdCpD	0.0101	0.504	0.259	0.0119	0.0114	1
hetio-ind_perm-4	CbGdCpDrD	0.0721	0.492	0.18	0.118	0.011	1
hetio-ind_perm-4	CbGdCrCpD	0.0686	0.516	0.24	0.154	0.0118	1
hetio-ind_perm-4	CbGdCrCtD	0.229	0.55	0.244	0.628	0.0116	1
hetio-ind_perm-4	CbGdCtD	0.205	0.566	0.258	0.435	0.0164	1
hetio-ind_perm-4	CbGdCtDrD	0.324	0.504	0.198	1.31	0.0119	1
hetio-ind_perm-4	CbGdCuGaD	0.664	0.564	0.245	85.9	0.0194	1
hetio-ind_perm-4	CbGdCuGdD	0.326	0.55	0.234	203	0.0241	1
hetio-ind_perm-4	CbGdCuGuD	0.323	0.556	0.239	243	0.0261	1
hetio-ind_perm-4	CbGdD	0.146	0.517	0.228	0.376	0.0138	1
hetio-ind_perm-4	CbGdDaGaD	0.981	0.629	0.294	306	0.027	1
hetio-ind_perm-4	CbGdDaGdD	0.433	0.565	0.247	165	0.0235	1
hetio-ind_perm-4	CbGdDaGuD	0.475	0.585	0.256	218	0.0253	1
hetio-ind_perm-4	CbGdDdGaD	0.983	0.652	0.317	874	0.0438	1
hetio-ind_perm-4	CbGdDdGdD	0.492	0.575	0.248	3.38e+03	0.14	1
hetio-ind_perm-4	CbGdDdGuD	0.505	0.59	0.255	2.97e+03	0.119	1
hetio-ind_perm-4	CbGdDlAlD	0.965	0.567	0.243	61.1	0.0164	1
hetio-ind_perm-4	CbGdDpCpD	0.201	0.549	0.269	1.34	0.0112	1
hetio-ind_perm-4	CbGdDpCtD	0.461	0.651	0.301	1.95	0.0116	1
hetio-ind_perm-4	CbGdDpSpD	0.964	0.557	0.234	82.1	0.0204	1
hetio-ind_perm-4	CbGdDrD	0.448	0.521	0.214	1.75	0.0222	1
hetio-ind_perm-4	CbGdDrDrD	0.851	0.518	0.209	19.4	0.0134	1
hetio-ind_perm-4	CbGdDtCpD	0.181	0.582	0.305	1.54	0.0112	1
hetio-ind_perm-4	CbGdDtCtD	0.801	0.684	0.344	22.5	0.0126	1
hetio-ind_perm-4	CbGdDuGaD	0.983	0.649	0.318	1.09e+03	0.0493	1
hetio-ind_perm-4	CbGdDuGdD	0.493	0.574	0.247	2.91e+03	0.117	1
hetio-ind_perm-4	CbGdDuGuD	0.509	0.591	0.255	3.94e+03	0.153	1
hetio-ind_perm-4	CbGeAdGaD	0.986	0.647	0.313	5.06e+03	0.17	1
hetio-ind_perm-4	CbGeAdGdD	0.496	0.575	0.25	1.74e+04	0.577	1
hetio-ind_perm-4	CbGeAdGuD	0.496	0.585	0.255	1.74e+04	0.57	1
hetio-ind_perm-4	CbGeAeGaD	0.986	0.647	0.313	2.46e+04	0.809	1
hetio-ind_perm-4	CbGeAeGdD	0.496	0.575	0.25	8.26e+04	2.78	1
hetio-ind_perm-4	CbGeAeGuD	0.509	0.592	0.258	8.79e+04	2.94	1
hetio-ind_perm-4	CbGeAlD	0.934	0.584	0.252	28.6	0.139	1
hetio-ind_perm-4	CbGeAlDrD	0.945	0.516	0.207	220	0.0225	1
hetio-ind_perm-4	CbGeAuGaD	0.986	0.648	0.313	5.01e+03	0.174	1
hetio-ind_perm-4	CbGeAuGdD	0.496	0.575	0.25	1.7e+04	0.584	1
hetio-ind_perm-4	CbGeAuGuD	0.496	0.585	0.256	1.86e+04	0.623	1
hetio-ind_perm-4	CbGiG<rGaD	0.952	0.628	0.305	197	0.0388	1
hetio-ind_perm-4	CbGiG<rGdD	0.435	0.563	0.25	283	0.0527	1
hetio-ind_perm-4	CbGiG<rGuD	0.466	0.591	0.266	350	0.0622	1
hetio-ind_perm-4	CbGiGaD	0.586	0.617	0.292	3.63	0.0261	1
hetio-ind_perm-4	CbGiGaDrD	0.749	0.52	0.217	15.6	0.0149	1
hetio-ind_perm-4	CbGiGbCpD	0.149	0.548	0.272	0.398	0.0116	1
hetio-ind_perm-4	CbGiGbCtD	0.424	0.634	0.308	1.81	0.0125	1
hetio-ind_perm-4	CbGiGcGaD	0.703	0.635	0.31	10.6	0.0186	1
hetio-ind_perm-4	CbGiGcGdD	0.391	0.562	0.254	45.4	0.0258	1
hetio-ind_perm-4	CbGiGcGuD	0.395	0.557	0.254	45	0.0255	1
hetio-ind_perm-4	CbGiGdAlD	0.901	0.608	0.274	134	0.0398	1
hetio-ind_perm-4	CbGiGdCpD	0.211	0.56	0.257	1.03	0.0122	1
hetio-ind_perm-4	CbGiGdCtD	0.744	0.669	0.319	35.9	0.0201	1
hetio-ind_perm-4	CbGiGdD	0.324	0.543	0.249	7.65	0.036	1
hetio-ind_perm-4	CbGiGdDrD	0.652	0.523	0.227	35.1	0.0231	1
hetio-ind_perm-4	CbGiGeAlD	0.971	0.593	0.266	883	0.178	1
hetio-ind_perm-4	CbGiGiGaD	0.98	0.648	0.33	1.03e+03	0.0606	1
hetio-ind_perm-4	CbGiGiGdD	0.485	0.578	0.255	2.53e+03	0.126	1
hetio-ind_perm-4	CbGiGiGuD	0.507	0.598	0.265	2.79e+03	0.136	1
hetio-ind_perm-4	CbGiGr>GaD	0.957	0.637	0.321	217	0.0345	1
hetio-ind_perm-4	CbGiGr>GdD	0.46	0.574	0.258	476	0.0607	1
hetio-ind_perm-4	CbGiGr>GuD	0.479	0.589	0.266	643	0.0772	1
hetio-ind_perm-4	CbGiGuAlD	0.9	0.609	0.272	135	0.0393	1
hetio-ind_perm-4	CbGiGuCpD	0.165	0.546	0.253	0.673	0.0117	1
hetio-ind_perm-4	CbGiGuCtD	0.682	0.657	0.322	25.2	0.0192	1
hetio-ind_perm-4	CbGiGuD	0.328	0.539	0.244	8.43	0.0381	1
hetio-ind_perm-4	CbGiGuDrD	0.645	0.527	0.229	37.7	0.0242	1
hetio-ind_perm-4	CbGpBPpGaD	0.984	0.649	0.319	5.65e+03	0.243	1
hetio-ind_perm-4	CbGpBPpGdD	0.49	0.576	0.248	7.33e+03	0.317	1
hetio-ind_perm-4	CbGpBPpGuD	0.495	0.587	0.255	8.53e+03	0.363	1
hetio-ind_perm-4	CbGpCCpGaD	0.972	0.634	0.312	351	0.0296	1
hetio-ind_perm-4	CbGpCCpGdD	0.464	0.568	0.246	795	0.0447	1
hetio-ind_perm-4	CbGpCCpGuD	0.483	0.586	0.255	889	0.0484	1
hetio-ind_perm-4	CbGpMFpGaD	0.986	0.657	0.323	698	0.039	1
hetio-ind_perm-4	CbGpMFpGdD	0.478	0.573	0.248	1.5e+03	0.0701	1
hetio-ind_perm-4	CbGpMFpGuD	0.493	0.585	0.255	1.61e+03	0.073	1
hetio-ind_perm-4	CbGpPWpGaD	0.983	0.649	0.321	620	0.0399	1
hetio-ind_perm-4	CbGpPWpGdD	0.447	0.568	0.246	677	0.0424	1
hetio-ind_perm-4	CbGpPWpGuD	0.49	0.587	0.255	867	0.0507	1
hetio-ind_perm-4	CbGr>G<rGaD	0.872	0.613	0.286	1.86e+03	0.0998	1
hetio-ind_perm-4	CbGr>G<rGdD	0.405	0.567	0.247	3e+03	0.152	1
hetio-ind_perm-4	CbGr>G<rGuD	0.435	0.591	0.259	3.6e+03	0.179	1
hetio-ind_perm-4	CbGr>GaD	0.626	0.61	0.286	5.27	0.0267	1
hetio-ind_perm-4	CbGr>GaDrD	0.728	0.511	0.206	23.4	0.0153	1
hetio-ind_perm-4	CbGr>GbCpD	0.155	0.529	0.24	0.518	0.0122	1
hetio-ind_perm-4	CbGr>GbCtD	0.445	0.63	0.3	2.33	0.0127	1
hetio-ind_perm-4	CbGr>GcGaD	0.729	0.602	0.28	13.6	0.0172	1
hetio-ind_perm-4	CbGr>GcGdD	0.363	0.558	0.243	56.9	0.0255	1
hetio-ind_perm-4	CbGr>GcGuD	0.364	0.56	0.247	55.7	0.025	1
hetio-ind_perm-4	CbGr>GdAlD	0.802	0.591	0.252	213	0.041	1
hetio-ind_perm-4	CbGr>GdCpD	0.345	0.596	0.273	7.96	0.0121	1
hetio-ind_perm-4	CbGr>GdCtD	0.785	0.652	0.313	193	0.0259	1
hetio-ind_perm-4	CbGr>GdD	0.323	0.545	0.241	11	0.0413	1
hetio-ind_perm-4	CbGr>GdDrD	0.603	0.517	0.219	52.3	0.0236	1
hetio-ind_perm-4	CbGr>GeAlD	0.859	0.579	0.248	1.36e+03	0.173	1
hetio-ind_perm-4	CbGr>GiGaD	0.858	0.612	0.288	176	0.0292	1
hetio-ind_perm-4	CbGr>GiGdD	0.407	0.566	0.246	345	0.0428	1
hetio-ind_perm-4	CbGr>GiGuD	0.414	0.583	0.254	380	0.0462	1
hetio-ind_perm-4	CbGr>Gr>GaD	0.862	0.614	0.29	461	0.0401	1
hetio-ind_perm-4	CbGr>Gr>GdD	0.418	0.572	0.249	1.02e+03	0.0736	1
hetio-ind_perm-4	CbGr>Gr>GuD	0.435	0.589	0.256	1.35e+03	0.0923	1
hetio-ind_perm-4	CbGr>GuAlD	0.804	0.59	0.25	213	0.0364	1
hetio-ind_perm-4	CbGr>GuCpD	0.284	0.584	0.265	3.98	0.0121	1
hetio-ind_perm-4	CbGr>GuCtD	0.754	0.652	0.309	128	0.0235	1
hetio-ind_perm-4	CbGr>GuD	0.328	0.551	0.247	14.9	0.0522	1
hetio-ind_perm-4	CbGr>GuDrD	0.604	0.513	0.218	68.4	0.0239	1
hetio-ind_perm-4	CbGrPBrGaD	0.983	0.644	0.309	1.83e+03	0.0807	1
hetio-ind_perm-4	CbGrPBrGdD	0.49	0.574	0.249	3.95e+03	0.167	1
hetio-ind_perm-4	CbGrPBrGuD	0.507	0.594	0.258	4.89e+03	0.203	1
hetio-ind_perm-4	CbGuAdGaD	0.971	0.646	0.317	1.55e+03	0.0602	1
hetio-ind_perm-4	CbGuAdGdD	0.486	0.576	0.251	5.39e+03	0.19	1
hetio-ind_perm-4	CbGuAdGuD	0.488	0.586	0.258	5.38e+03	0.187	1
hetio-ind_perm-4	CbGuAeGaD	0.971	0.647	0.317	4.82e+03	0.175	1
hetio-ind_perm-4	CbGuAeGdD	0.487	0.576	0.251	1.64e+04	0.596	1
hetio-ind_perm-4	CbGuAeGuD	0.499	0.593	0.259	1.75e+04	0.626	1
hetio-ind_perm-4	CbGuAlD	0.743	0.586	0.254	4.96	0.0334	1
hetio-ind_perm-4	CbGuAlDrD	0.889	0.509	0.206	37.4	0.0136	1
hetio-ind_perm-4	CbGuAuGaD	0.971	0.647	0.318	1.49e+03	0.0603	1
hetio-ind_perm-4	CbGuAuGdD	0.486	0.577	0.251	5.11e+03	0.19	1
hetio-ind_perm-4	CbGuAuGuD	0.487	0.587	0.258	5.57e+03	0.204	1
hetio-ind_perm-4	CbGuCbGaD	0.582	0.591	0.266	12.9	0.0137	1
hetio-ind_perm-4	CbGuCbGdD	0.23	0.52	0.228	9.09	0.0135	1
hetio-ind_perm-4	CbGuCbGuD	0.241	0.538	0.24	7.44	0.0145	1
hetio-ind_perm-4	CbGuCdGaD	0.71	0.596	0.285	123	0.021	1
hetio-ind_perm-4	CbGuCdGdD	0.351	0.569	0.253	351	0.0275	1
hetio-ind_perm-4	CbGuCdGuD	0.367	0.579	0.257	464	0.031	1
hetio-ind_perm-4	CbGuCpD	0.0209	0.505	0.24	0.0265	0.0115	1
hetio-ind_perm-4	CbGuCpDrD	0.124	0.492	0.192	0.232	0.0107	1
hetio-ind_perm-4	CbGuCrCpD	0.106	0.536	0.27	0.277	0.0111	1
hetio-ind_perm-4	CbGuCrCtD	0.29	0.59	0.28	1.07	0.0117	1
hetio-ind_perm-4	CbGuCtD	0.279	0.595	0.278	0.782	0.0158	1
hetio-ind_perm-4	CbGuCtDrD	0.4	0.515	0.208	2.25	0.011	1
hetio-ind_perm-4	CbGuCuGaD	0.721	0.599	0.286	156	0.0224	1
hetio-ind_perm-4	CbGuCuGdD	0.353	0.57	0.251	346	0.0278	1
hetio-ind_perm-4	CbGuCuGuD	0.353	0.574	0.256	415	0.0298	1
hetio-ind_perm-4	CbGuD	0.127	0.523	0.239	0.287	0.0133	1
hetio-ind_perm-4	CbGuDaGaD	0.984	0.622	0.286	265	0.0261	1
hetio-ind_perm-4	CbGuDaGdD	0.433	0.562	0.239	145	0.0221	1
hetio-ind_perm-4	CbGuDaGuD	0.475	0.586	0.25	190	0.0239	1
hetio-ind_perm-4	CbGuDdGaD	0.985	0.643	0.309	647	0.036	1
hetio-ind_perm-4	CbGuDdGdD	0.491	0.575	0.248	2.5e+03	0.104	1
hetio-ind_perm-4	CbGuDdGuD	0.502	0.588	0.256	2.2e+03	0.0912	1
hetio-ind_perm-4	CbGuDlAlD	0.962	0.563	0.238	50.1	0.0164	1
hetio-ind_perm-4	CbGuDpCpD	0.195	0.542	0.257	1.09	0.011	1
hetio-ind_perm-4	CbGuDpCtD	0.441	0.631	0.286	1.66	0.0116	1
hetio-ind_perm-4	CbGuDpSpD	0.959	0.562	0.232	65.3	0.0186	1
hetio-ind_perm-4	CbGuDrD	0.401	0.526	0.218	1.42	0.0233	1
hetio-ind_perm-4	CbGuDrDrD	0.829	0.511	0.206	15.5	0.0126	1
hetio-ind_perm-4	CbGuDtCpD	0.172	0.585	0.313	1.25	0.0108	1
hetio-ind_perm-4	CbGuDtCtD	0.78	0.668	0.327	17.8	0.0125	1
hetio-ind_perm-4	CbGuDuGaD	0.985	0.638	0.309	823	0.0416	1
hetio-ind_perm-4	CbGuDuGdD	0.493	0.575	0.248	2.2e+03	0.0913	1
hetio-ind_perm-4	CbGuDuGuD	0.508	0.592	0.255	2.96e+03	0.12	1
hetio-ind_perm-4	CcSEcCbGaD	0.952	0.668	0.345	1.64e+04	0.657	1
hetio-ind_perm-4	CcSEcCbGdD	0.431	0.563	0.237	1.2e+04	0.458	1
hetio-ind_perm-4	CcSEcCbGuD	0.435	0.57	0.249	9.24e+03	0.367	1
hetio-ind_perm-4	CcSEcCdGaD	0.952	0.661	0.336	1.68e+04	0.636	1
hetio-ind_perm-4	CcSEcCdGdD	0.461	0.566	0.24	4.59e+04	1.52	1
hetio-ind_perm-4	CcSEcCdGuD	0.49	0.588	0.249	6.26e+04	2	1
hetio-ind_perm-4	CcSEcCpD	0.476	0.608	0.272	129	0.0198	1
hetio-ind_perm-4	CcSEcCpDrD	0.708	0.501	0.2	841	0.109	1
hetio-ind_perm-4	CcSEcCrCpD	0.46	0.611	0.276	713	0.0797	1
hetio-ind_perm-4	CcSEcCrCtD	0.924	0.717	0.394	2.29e+03	0.182	1
hetio-ind_perm-4	CcSEcCtD	0.931	0.696	0.372	515	0.0295	1
hetio-ind_perm-4	CcSEcCtDrD	0.845	0.503	0.202	1.87e+03	0.158	1
hetio-ind_perm-4	CcSEcCuGaD	0.952	0.665	0.339	2.05e+04	0.775	1
hetio-ind_perm-4	CcSEcCuGdD	0.452	0.564	0.237	4.18e+04	1.5	1
hetio-ind_perm-4	CcSEcCuGuD	0.465	0.58	0.247	5.04e+04	1.76	1
hetio-ind_perm-4	CdG<rG<rGaD	0.683	0.606	0.319	2.41e+04	0.915	1
hetio-ind_perm-4	CdG<rG<rGdD	0.322	0.57	0.268	3.61e+04	1.34	1
hetio-ind_perm-4	CdG<rG<rGuD	0.349	0.592	0.283	4.36e+04	1.6	1
hetio-ind_perm-4	CdG<rGaD	0.646	0.608	0.32	271	0.0364	1
hetio-ind_perm-4	CdG<rGaDrD	0.629	0.549	0.241	1.19e+03	0.0799	1
hetio-ind_perm-4	CdG<rGbCpD	0.285	0.571	0.278	36.7	0.0289	1
hetio-ind_perm-4	CdG<rGbCtD	0.6	0.627	0.357	139	0.0439	1
hetio-ind_perm-4	CdG<rGcGaD	0.652	0.61	0.321	477	0.0525	1
hetio-ind_perm-4	CdG<rGcGdD	0.319	0.569	0.267	2.18e+03	0.106	1
hetio-ind_perm-4	CdG<rGcGuD	0.326	0.583	0.278	2.09e+03	0.102	1
hetio-ind_perm-4	CdG<rGdAlD	0.633	0.597	0.282	7.53e+03	0.299	1
hetio-ind_perm-4	CdG<rGdCpD	0.288	0.583	0.282	108	0.031	1
hetio-ind_perm-4	CdG<rGdCtD	0.639	0.636	0.365	3.48e+03	0.16	1
hetio-ind_perm-4	CdG<rGdD	0.302	0.566	0.267	430	0.047	1
hetio-ind_perm-4	CdG<rGdDrD	0.488	0.542	0.255	2.02e+03	0.109	1
hetio-ind_perm-4	CdG<rGeAlD	0.674	0.587	0.275	4.77e+04	1.68	1
hetio-ind_perm-4	CdG<rGiGaD	0.683	0.609	0.323	1.02e+04	0.382	1
hetio-ind_perm-4	CdG<rGiGdD	0.344	0.574	0.268	2.06e+04	0.739	1
hetio-ind_perm-4	CdG<rGiGuD	0.358	0.596	0.282	2.22e+04	0.818	1
hetio-ind_perm-4	CdG<rGr>GaD	0.684	0.609	0.322	5.38e+04	1.94	1
hetio-ind_perm-4	CdG<rGr>GdD	0.336	0.571	0.268	1.25e+05	4.5	1
hetio-ind_perm-4	CdG<rGr>GuD	0.36	0.597	0.282	1.6e+05	5.65	1
hetio-ind_perm-4	CdG<rGuAlD	0.633	0.596	0.28	7.75e+03	0.314	1
hetio-ind_perm-4	CdG<rGuCpD	0.272	0.582	0.276	87.6	0.0292	1
hetio-ind_perm-4	CdG<rGuCtD	0.641	0.633	0.364	3.08e+03	0.15	1
hetio-ind_perm-4	CdG<rGuD	0.323	0.586	0.281	516	0.0536	1
hetio-ind_perm-4	CdG<rGuDrD	0.5	0.539	0.254	2.36e+03	0.121	1
hetio-ind_perm-4	CdGaD	0.183	0.585	0.321	0.849	0.0125	1
hetio-ind_perm-4	CdGaDaGaD	0.594	0.604	0.314	981	0.0488	1
hetio-ind_perm-4	CdGaDaGdD	0.269	0.573	0.277	577	0.0338	1
hetio-ind_perm-4	CdGaDaGuD	0.298	0.592	0.289	727	0.0391	1
hetio-ind_perm-4	CdGaDdGaD	0.53	0.599	0.313	416	0.0301	1
hetio-ind_perm-4	CdGaDdGdD	0.271	0.572	0.275	1.68e+03	0.0718	1
hetio-ind_perm-4	CdGaDdGuD	0.277	0.585	0.285	1.41e+03	0.0608	1
hetio-ind_perm-4	CdGaDlAlD	0.578	0.584	0.271	202	0.0221	1
hetio-ind_perm-4	CdGaDpCpD	0.153	0.559	0.292	3.59	0.0126	1
hetio-ind_perm-4	CdGaDpCtD	0.261	0.604	0.324	3.71	0.0118	1
hetio-ind_perm-4	CdGaDpSpD	0.576	0.58	0.27	237	0.026	1
hetio-ind_perm-4	CdGaDrD	0.306	0.538	0.239	3.62	0.0133	1
hetio-ind_perm-4	CdGaDrDrD	0.506	0.57	0.252	42.2	0.0165	1
hetio-ind_perm-4	CdGaDtCpD	0.131	0.567	0.311	2.99	0.0113	1
hetio-ind_perm-4	CdGaDtCtD	0.479	0.636	0.353	54	0.0168	1
hetio-ind_perm-4	CdGaDuGaD	0.534	0.598	0.315	543	0.0345	1
hetio-ind_perm-4	CdGaDuGdD	0.269	0.567	0.272	1.44e+03	0.063	1
hetio-ind_perm-4	CdGaDuGuD	0.284	0.588	0.285	1.96e+03	0.0803	1
hetio-ind_perm-4	CdGbCbGaD	0.328	0.59	0.309	18.4	0.0148	1
hetio-ind_perm-4	CdGbCbGdD	0.132	0.537	0.267	14.3	0.0149	1
hetio-ind_perm-4	CdGbCbGuD	0.13	0.542	0.274	11.9	0.0143	1
hetio-ind_perm-4	CdGbCdGaD	0.255	0.57	0.301	11.5	0.0148	1
hetio-ind_perm-4	CdGbCdGdD	0.133	0.54	0.271	33.6	0.0192	1
hetio-ind_perm-4	CdGbCdGuD	0.141	0.549	0.28	45.2	0.0196	1
hetio-ind_perm-4	CdGbCpD	0.0352	0.516	0.281	0.0668	0.0113	1
hetio-ind_perm-4	CdGbCpDrD	0.104	0.534	0.261	0.443	0.0112	1
hetio-ind_perm-4	CdGbCrCpD	0.0909	0.546	0.301	0.488	0.0114	1
hetio-ind_perm-4	CdGbCrCtD	0.197	0.6	0.341	1.63	0.0119	1
hetio-ind_perm-4	CdGbCtD	0.0872	0.561	0.343	0.252	0.0121	1
hetio-ind_perm-4	CdGbCtDrD	0.143	0.542	0.254	0.787	0.0119	1
hetio-ind_perm-4	CdGbCuGaD	0.271	0.57	0.295	13.8	0.0159	1
hetio-ind_perm-4	CdGbCuGdD	0.129	0.539	0.27	30.1	0.0179	1
hetio-ind_perm-4	CdGbCuGuD	0.135	0.546	0.279	34.7	0.0182	1
hetio-ind_perm-4	CdGcG<rGaD	0.562	0.594	0.308	194	0.036	1
hetio-ind_perm-4	CdGcG<rGdD	0.266	0.558	0.265	285	0.0431	1
hetio-ind_perm-4	CdGcG<rGuD	0.282	0.578	0.281	348	0.0504	1
hetio-ind_perm-4	CdGcGaD	0.245	0.595	0.323	2.69	0.0149	1
