metapath	metaedge	metaedge_abbrev
CuGcGdCpD	Compound - palliates - Disease	CpD
CuGcGdCtD	Compound - upregulates - Gene	CuG
CuGcGdCtD	Gene - covaries - Gene	GcG
CuGcGdCtD	Compound - downregulates - Gene	CdG
CuGcGdCtD	Compound - treats - Disease	CtD
CuGcGdDrD	Compound - upregulates - Gene	CuG
CuGcGdDrD	Gene - covaries - Gene	GcG
CuGcGdDrD	Disease - downregulates - Gene	DdG
CuGcGdDrD	Disease - resembles - Disease	DrD
CuGcGeAlD	Compound - upregulates - Gene	CuG
CuGcGeAlD	Gene - covaries - Gene	GcG
CuGcGeAlD	Anatomy - expresses - Gene	AeG
CuGcGeAlD	Disease - localizes - Anatomy	DlA
CuGcGiGaD	Compound - upregulates - Gene	CuG
CuGcGiGaD	Gene - covaries - Gene	GcG
CuGcGiGaD	Gene - interacts - Gene	GiG
CuGcGiGaD	Disease - associates - Gene	DaG
CuGcGiGdD	Compound - upregulates - Gene	CuG
CuGcGiGdD	Gene - covaries - Gene	GcG
CuGcGiGdD	Gene - interacts - Gene	GiG
CuGcGiGdD	Disease - downregulates - Gene	DdG
CuGcGiGuD	Compound - upregulates - Gene	CuG
CuGcGiGuD	Gene - covaries - Gene	GcG
CuGcGiGuD	Gene - interacts - Gene	GiG
CuGcGiGuD	Disease - upregulates - Gene	DuG
CuGcGr>GaD	Compound - upregulates - Gene	CuG
CuGcGr>GaD	Gene - covaries - Gene	GcG
CuGcGr>GaD	Gene > regulates > Gene	GrG
CuGcGr>GaD	Disease - associates - Gene	DaG
CuGcGr>GdD	Compound - upregulates - Gene	CuG
CuGcGr>GdD	Gene - covaries - Gene	GcG
CuGcGr>GdD	Gene > regulates > Gene	GrG
CuGcGr>GdD	Disease - downregulates - Gene	DdG
CuGcGr>GuD	Compound - upregulates - Gene	CuG
CuGcGr>GuD	Gene - covaries - Gene	GcG
CuGcGr>GuD	Gene > regulates > Gene	GrG
CuGcGr>GuD	Disease - upregulates - Gene	DuG
CuGcGuAlD	Compound - upregulates - Gene	CuG
CuGcGuAlD	Gene - covaries - Gene	GcG
CuGcGuAlD	Anatomy - upregulates - Gene	AuG
CuGcGuAlD	Disease - localizes - Anatomy	DlA
CuGcGuCpD	Compound - upregulates - Gene	CuG
CuGcGuCpD	Gene - covaries - Gene	GcG
CuGcGuCpD	Compound - upregulates - Gene	CuG
CuGcGuCpD	Compound - palliates - Disease	CpD
CuGcGuCtD	Compound - upregulates - Gene	CuG
CuGcGuCtD	Gene - covaries - Gene	GcG
CuGcGuCtD	Compound - upregulates - Gene	CuG
CuGcGuCtD	Compound - treats - Disease	CtD
CuGcGuDrD	Compound - upregulates - Gene	CuG
CuGcGuDrD	Gene - covaries - Gene	GcG
CuGcGuDrD	Disease - upregulates - Gene	DuG
CuGcGuDrD	Disease - resembles - Disease	DrD
CuGdAdGaD	Compound - upregulates - Gene	CuG
CuGdAdGaD	Anatomy - downregulates - Gene	AdG
CuGdAdGaD	Anatomy - downregulates - Gene	AdG
CuGdAdGaD	Disease - associates - Gene	DaG
CuGdAdGdD	Compound - upregulates - Gene	CuG
CuGdAdGdD	Anatomy - downregulates - Gene	AdG
CuGdAdGdD	Anatomy - downregulates - Gene	AdG
CuGdAdGdD	Disease - downregulates - Gene	DdG
CuGdAdGuD	Compound - upregulates - Gene	CuG
CuGdAdGuD	Anatomy - downregulates - Gene	AdG
CuGdAdGuD	Anatomy - downregulates - Gene	AdG
CuGdAdGuD	Disease - upregulates - Gene	DuG
CuGdAeGaD	Compound - upregulates - Gene	CuG
CuGdAeGaD	Anatomy - downregulates - Gene	AdG
CuGdAeGaD	Anatomy - expresses - Gene	AeG
CuGdAeGaD	Disease - associates - Gene	DaG
CuGdAeGdD	Compound - upregulates - Gene	CuG
CuGdAeGdD	Anatomy - downregulates - Gene	AdG
CuGdAeGdD	Anatomy - expresses - Gene	AeG
CuGdAeGdD	Disease - downregulates - Gene	DdG
CuGdAeGuD	Compound - upregulates - Gene	CuG
CuGdAeGuD	Anatomy - downregulates - Gene	AdG
CuGdAeGuD	Anatomy - expresses - Gene	AeG
CuGdAeGuD	Disease - upregulates - Gene	DuG
CuGdAlDrD	Compound - upregulates - Gene	CuG
CuGdAlDrD	Anatomy - downregulates - Gene	AdG
CuGdAlDrD	Disease - localizes - Anatomy	DlA
CuGdAlDrD	Disease - resembles - Disease	DrD
CuGdAuGaD	Compound - upregulates - Gene	CuG
CuGdAuGaD	Anatomy - downregulates - Gene	AdG
CuGdAuGaD	Anatomy - upregulates - Gene	AuG
CuGdAuGaD	Disease - associates - Gene	DaG
CuGdAuGdD	Compound - upregulates - Gene	CuG
CuGdAuGdD	Anatomy - downregulates - Gene	AdG
CuGdAuGdD	Anatomy - upregulates - Gene	AuG
CuGdAuGdD	Disease - downregulates - Gene	DdG
CuGdAuGuD	Compound - upregulates - Gene	CuG
CuGdAuGuD	Anatomy - downregulates - Gene	AdG
CuGdAuGuD	Anatomy - upregulates - Gene	AuG
CuGdAuGuD	Disease - upregulates - Gene	DuG
CuGdCbGaD	Compound - upregulates - Gene	CuG
CuGdCbGaD	Compound - downregulates - Gene	CdG
CuGdCbGaD	Compound - binds - Gene	CbG
CuGdCbGaD	Disease - associates - Gene	DaG
CuGdCbGdD	Compound - upregulates - Gene	CuG
CuGdCbGdD	Compound - downregulates - Gene	CdG
CuGdCbGdD	Compound - binds - Gene	CbG
CuGdCbGdD	Disease - downregulates - Gene	DdG
CuGdCbGuD	Compound - upregulates - Gene	CuG
CuGdCbGuD	Compound - downregulates - Gene	CdG
CuGdCbGuD	Compound - binds - Gene	CbG
CuGdCbGuD	Disease - upregulates - Gene	DuG
CuGdCdGaD	Compound - upregulates - Gene	CuG
CuGdCdGaD	Compound - downregulates - Gene	CdG
CuGdCdGaD	Compound - downregulates - Gene	CdG
CuGdCdGaD	Disease - associates - Gene	DaG
CuGdCdGdD	Compound - upregulates - Gene	CuG
CuGdCdGdD	Compound - downregulates - Gene	CdG
CuGdCdGdD	Compound - downregulates - Gene	CdG
CuGdCdGdD	Disease - downregulates - Gene	DdG
CuGdCdGuD	Compound - upregulates - Gene	CuG
CuGdCdGuD	Compound - downregulates - Gene	CdG
CuGdCdGuD	Compound - downregulates - Gene	CdG
CuGdCdGuD	Disease - upregulates - Gene	DuG
CuGdCpDrD	Compound - upregulates - Gene	CuG
CuGdCpDrD	Compound - downregulates - Gene	CdG
CuGdCpDrD	Compound - palliates - Disease	CpD
CuGdCpDrD	Disease - resembles - Disease	DrD
CuGdCrCpD	Compound - upregulates - Gene	CuG
CuGdCrCpD	Compound - downregulates - Gene	CdG
CuGdCrCpD	Compound - resembles - Compound	CrC
CuGdCrCpD	Compound - palliates - Disease	CpD
CuGdCrCtD	Compound - upregulates - Gene	CuG
CuGdCrCtD	Compound - downregulates - Gene	CdG
CuGdCrCtD	Compound - resembles - Compound	CrC
CuGdCrCtD	Compound - treats - Disease	CtD
CuGdCtDrD	Compound - upregulates - Gene	CuG
CuGdCtDrD	Compound - downregulates - Gene	CdG
CuGdCtDrD	Compound - treats - Disease	CtD
CuGdCtDrD	Disease - resembles - Disease	DrD
CuGdCuGaD	Compound - upregulates - Gene	CuG
CuGdCuGaD	Compound - downregulates - Gene	CdG
CuGdCuGaD	Compound - upregulates - Gene	CuG
CuGdCuGaD	Disease - associates - Gene	DaG
CuGdCuGdD	Compound - upregulates - Gene	CuG
CuGdCuGdD	Compound - downregulates - Gene	CdG
CuGdCuGdD	Compound - upregulates - Gene	CuG
CuGdCuGdD	Disease - downregulates - Gene	DdG
CuGdCuGuD	Compound - upregulates - Gene	CuG
CuGdCuGuD	Compound - downregulates - Gene	CdG
CuGdCuGuD	Compound - upregulates - Gene	CuG
CuGdCuGuD	Disease - upregulates - Gene	DuG
CuGdDaGaD	Compound - upregulates - Gene	CuG
CuGdDaGaD	Disease - downregulates - Gene	DdG
CuGdDaGaD	Disease - associates - Gene	DaG
CuGdDaGaD	Disease - associates - Gene	DaG
CuGdDaGdD	Compound - upregulates - Gene	CuG
CuGdDaGdD	Disease - downregulates - Gene	DdG
CuGdDaGdD	Disease - associates - Gene	DaG
CuGdDaGdD	Disease - downregulates - Gene	DdG
CuGdDaGuD	Compound - upregulates - Gene	CuG
CuGdDaGuD	Disease - downregulates - Gene	DdG
CuGdDaGuD	Disease - associates - Gene	DaG
CuGdDaGuD	Disease - upregulates - Gene	DuG
CuGdDdGaD	Compound - upregulates - Gene	CuG
CuGdDdGaD	Disease - downregulates - Gene	DdG
CuGdDdGaD	Disease - downregulates - Gene	DdG
CuGdDdGaD	Disease - associates - Gene	DaG
CuGdDdGdD	Compound - upregulates - Gene	CuG
CuGdDdGdD	Disease - downregulates - Gene	DdG
CuGdDdGdD	Disease - downregulates - Gene	DdG
CuGdDdGdD	Disease - downregulates - Gene	DdG
CuGdDdGuD	Compound - upregulates - Gene	CuG
CuGdDdGuD	Disease - downregulates - Gene	DdG
CuGdDdGuD	Disease - downregulates - Gene	DdG
CuGdDdGuD	Disease - upregulates - Gene	DuG
CuGdDlAlD	Compound - upregulates - Gene	CuG
CuGdDlAlD	Disease - downregulates - Gene	DdG
CuGdDlAlD	Disease - localizes - Anatomy	DlA
CuGdDlAlD	Disease - localizes - Anatomy	DlA
CuGdDpCpD	Compound - upregulates - Gene	CuG
CuGdDpCpD	Disease - downregulates - Gene	DdG
CuGdDpCpD	Compound - palliates - Disease	CpD
CuGdDpCpD	Compound - palliates - Disease	CpD
CuGdDpCtD	Compound - upregulates - Gene	CuG
CuGdDpCtD	Disease - downregulates - Gene	DdG
CuGdDpCtD	Compound - palliates - Disease	CpD
CuGdDpCtD	Compound - treats - Disease	CtD
CuGdDpSpD	Compound - upregulates - Gene	CuG
CuGdDpSpD	Disease - downregulates - Gene	DdG
CuGdDpSpD	Disease - presents - Symptom	DpS
CuGdDpSpD	Disease - presents - Symptom	DpS
CuGdDrDrD	Compound - upregulates - Gene	CuG
CuGdDrDrD	Disease - downregulates - Gene	DdG
CuGdDrDrD	Disease - resembles - Disease	DrD
CuGdDrDrD	Disease - resembles - Disease	DrD
CuGdDtCpD	Compound - upregulates - Gene	CuG
CuGdDtCpD	Disease - downregulates - Gene	DdG
CuGdDtCpD	Compound - treats - Disease	CtD
CuGdDtCpD	Compound - palliates - Disease	CpD
CuGdDtCtD	Compound - upregulates - Gene	CuG
CuGdDtCtD	Disease - downregulates - Gene	DdG
CuGdDtCtD	Compound - treats - Disease	CtD
CuGdDtCtD	Compound - treats - Disease	CtD
CuGdDuGaD	Compound - upregulates - Gene	CuG
CuGdDuGaD	Disease - downregulates - Gene	DdG
CuGdDuGaD	Disease - upregulates - Gene	DuG
CuGdDuGaD	Disease - associates - Gene	DaG
CuGdDuGdD	Compound - upregulates - Gene	CuG
CuGdDuGdD	Disease - downregulates - Gene	DdG
CuGdDuGdD	Disease - upregulates - Gene	DuG
CuGdDuGdD	Disease - downregulates - Gene	DdG
CuGdDuGuD	Compound - upregulates - Gene	CuG
CuGdDuGuD	Disease - downregulates - Gene	DdG
CuGdDuGuD	Disease - upregulates - Gene	DuG
CuGdDuGuD	Disease - upregulates - Gene	DuG
CuGeAdGaD	Compound - upregulates - Gene	CuG
CuGeAdGaD	Anatomy - expresses - Gene	AeG
CuGeAdGaD	Anatomy - downregulates - Gene	AdG
CuGeAdGaD	Disease - associates - Gene	DaG
CuGeAdGdD	Compound - upregulates - Gene	CuG
CuGeAdGdD	Anatomy - expresses - Gene	AeG
CuGeAdGdD	Anatomy - downregulates - Gene	AdG
CuGeAdGdD	Disease - downregulates - Gene	DdG
CuGeAdGuD	Compound - upregulates - Gene	CuG
CuGeAdGuD	Anatomy - expresses - Gene	AeG
CuGeAdGuD	Anatomy - downregulates - Gene	AdG
CuGeAdGuD	Disease - upregulates - Gene	DuG
CuGeAeGaD	Compound - upregulates - Gene	CuG
CuGeAeGaD	Anatomy - expresses - Gene	AeG
CuGeAeGaD	Anatomy - expresses - Gene	AeG
CuGeAeGaD	Disease - associates - Gene	DaG
CuGeAeGdD	Compound - upregulates - Gene	CuG
CuGeAeGdD	Anatomy - expresses - Gene	AeG
CuGeAeGdD	Anatomy - expresses - Gene	AeG
CuGeAeGdD	Disease - downregulates - Gene	DdG
CuGeAeGuD	Compound - upregulates - Gene	CuG
CuGeAeGuD	Anatomy - expresses - Gene	AeG
CuGeAeGuD	Anatomy - expresses - Gene	AeG
CuGeAeGuD	Disease - upregulates - Gene	DuG
CuGeAlDrD	Compound - upregulates - Gene	CuG
CuGeAlDrD	Anatomy - expresses - Gene	AeG
CuGeAlDrD	Disease - localizes - Anatomy	DlA
CuGeAlDrD	Disease - resembles - Disease	DrD
CuGeAuGaD	Compound - upregulates - Gene	CuG
CuGeAuGaD	Anatomy - expresses - Gene	AeG
CuGeAuGaD	Anatomy - upregulates - Gene	AuG
CuGeAuGaD	Disease - associates - Gene	DaG
CuGeAuGdD	Compound - upregulates - Gene	CuG
CuGeAuGdD	Anatomy - expresses - Gene	AeG
CuGeAuGdD	Anatomy - upregulates - Gene	AuG
CuGeAuGdD	Disease - downregulates - Gene	DdG
CuGeAuGuD	Compound - upregulates - Gene	CuG
CuGeAuGuD	Anatomy - expresses - Gene	AeG
CuGeAuGuD	Anatomy - upregulates - Gene	AuG
CuGeAuGuD	Disease - upregulates - Gene	DuG
CuGiG<rGaD	Compound - upregulates - Gene	CuG
CuGiG<rGaD	Gene - interacts - Gene	GiG
CuGiG<rGaD	Gene > regulates > Gene	GrG
CuGiG<rGaD	Disease - associates - Gene	DaG
CuGiG<rGdD	Compound - upregulates - Gene	CuG
CuGiG<rGdD	Gene - interacts - Gene	GiG
CuGiG<rGdD	Gene > regulates > Gene	GrG
CuGiG<rGdD	Disease - downregulates - Gene	DdG
CuGiG<rGuD	Compound - upregulates - Gene	CuG
CuGiG<rGuD	Gene - interacts - Gene	GiG
CuGiG<rGuD	Gene > regulates > Gene	GrG
CuGiG<rGuD	Disease - upregulates - Gene	DuG
CuGiGaDrD	Compound - upregulates - Gene	CuG
CuGiGaDrD	Gene - interacts - Gene	GiG
CuGiGaDrD	Disease - associates - Gene	DaG
CuGiGaDrD	Disease - resembles - Disease	DrD
CuGiGbCpD	Compound - upregulates - Gene	CuG
CuGiGbCpD	Gene - interacts - Gene	GiG
CuGiGbCpD	Compound - binds - Gene	CbG
CuGiGbCpD	Compound - palliates - Disease	CpD
CuGiGbCtD	Compound - upregulates - Gene	CuG
CuGiGbCtD	Gene - interacts - Gene	GiG
CuGiGbCtD	Compound - binds - Gene	CbG
CuGiGbCtD	Compound - treats - Disease	CtD
CuGiGcGaD	Compound - upregulates - Gene	CuG
CuGiGcGaD	Gene - interacts - Gene	GiG
CuGiGcGaD	Gene - covaries - Gene	GcG
CuGiGcGaD	Disease - associates - Gene	DaG
CuGiGcGdD	Compound - upregulates - Gene	CuG
CuGiGcGdD	Gene - interacts - Gene	GiG
CuGiGcGdD	Gene - covaries - Gene	GcG
CuGiGcGdD	Disease - downregulates - Gene	DdG
CuGiGcGuD	Compound - upregulates - Gene	CuG
CuGiGcGuD	Gene - interacts - Gene	GiG
CuGiGcGuD	Gene - covaries - Gene	GcG
CuGiGcGuD	Disease - upregulates - Gene	DuG
CuGiGdAlD	Compound - upregulates - Gene	CuG
CuGiGdAlD	Gene - interacts - Gene	GiG
CuGiGdAlD	Anatomy - downregulates - Gene	AdG
CuGiGdAlD	Disease - localizes - Anatomy	DlA
CuGiGdCpD	Compound - upregulates - Gene	CuG
CuGiGdCpD	Gene - interacts - Gene	GiG
CuGiGdCpD	Compound - downregulates - Gene	CdG
CuGiGdCpD	Compound - palliates - Disease	CpD
CuGiGdCtD	Compound - upregulates - Gene	CuG
CuGiGdCtD	Gene - interacts - Gene	GiG
CuGiGdCtD	Compound - downregulates - Gene	CdG
CuGiGdCtD	Compound - treats - Disease	CtD
CuGiGdDrD	Compound - upregulates - Gene	CuG
CuGiGdDrD	Gene - interacts - Gene	GiG
CuGiGdDrD	Disease - downregulates - Gene	DdG
CuGiGdDrD	Disease - resembles - Disease	DrD
CuGiGeAlD	Compound - upregulates - Gene	CuG
CuGiGeAlD	Gene - interacts - Gene	GiG
CuGiGeAlD	Anatomy - expresses - Gene	AeG
CuGiGeAlD	Disease - localizes - Anatomy	DlA
CuGiGiGaD	Compound - upregulates - Gene	CuG
CuGiGiGaD	Gene - interacts - Gene	GiG
CuGiGiGaD	Gene - interacts - Gene	GiG
CuGiGiGaD	Disease - associates - Gene	DaG
CuGiGiGdD	Compound - upregulates - Gene	CuG
CuGiGiGdD	Gene - interacts - Gene	GiG
CuGiGiGdD	Gene - interacts - Gene	GiG
CuGiGiGdD	Disease - downregulates - Gene	DdG
CuGiGiGuD	Compound - upregulates - Gene	CuG
CuGiGiGuD	Gene - interacts - Gene	GiG
CuGiGiGuD	Gene - interacts - Gene	GiG
CuGiGiGuD	Disease - upregulates - Gene	DuG
CuGiGr>GaD	Compound - upregulates - Gene	CuG
CuGiGr>GaD	Gene - interacts - Gene	GiG
CuGiGr>GaD	Gene > regulates > Gene	GrG
CuGiGr>GaD	Disease - associates - Gene	DaG
CuGiGr>GdD	Compound - upregulates - Gene	CuG
CuGiGr>GdD	Gene - interacts - Gene	GiG
CuGiGr>GdD	Gene > regulates > Gene	GrG
CuGiGr>GdD	Disease - downregulates - Gene	DdG
CuGiGr>GuD	Compound - upregulates - Gene	CuG
CuGiGr>GuD	Gene - interacts - Gene	GiG
CuGiGr>GuD	Gene > regulates > Gene	GrG
CuGiGr>GuD	Disease - upregulates - Gene	DuG
CuGiGuAlD	Compound - upregulates - Gene	CuG
CuGiGuAlD	Gene - interacts - Gene	GiG
CuGiGuAlD	Anatomy - upregulates - Gene	AuG
CuGiGuAlD	Disease - localizes - Anatomy	DlA
CuGiGuCpD	Compound - upregulates - Gene	CuG
CuGiGuCpD	Gene - interacts - Gene	GiG
CuGiGuCpD	Compound - upregulates - Gene	CuG
CuGiGuCpD	Compound - palliates - Disease	CpD
CuGiGuCtD	Compound - upregulates - Gene	CuG
CuGiGuCtD	Gene - interacts - Gene	GiG
CuGiGuCtD	Compound - upregulates - Gene	CuG
CuGiGuCtD	Compound - treats - Disease	CtD
CuGiGuDrD	Compound - upregulates - Gene	CuG
CuGiGuDrD	Gene - interacts - Gene	GiG
CuGiGuDrD	Disease - upregulates - Gene	DuG
CuGiGuDrD	Disease - resembles - Disease	DrD
CuGpBPpGaD	Compound - upregulates - Gene	CuG
CuGpBPpGaD	Gene - participates - Biological Process	GpBP
CuGpBPpGaD	Gene - participates - Biological Process	GpBP
CuGpBPpGaD	Disease - associates - Gene	DaG
CuGpBPpGdD	Compound - upregulates - Gene	CuG
CuGpBPpGdD	Gene - participates - Biological Process	GpBP
CuGpBPpGdD	Gene - participates - Biological Process	GpBP
CuGpBPpGdD	Disease - downregulates - Gene	DdG
CuGpBPpGuD	Compound - upregulates - Gene	CuG
CuGpBPpGuD	Gene - participates - Biological Process	GpBP
CuGpBPpGuD	Gene - participates - Biological Process	GpBP
CuGpBPpGuD	Disease - upregulates - Gene	DuG
CuGpCCpGaD	Compound - upregulates - Gene	CuG
CuGpCCpGaD	Gene - participates - Cellular Component	GpCC
CuGpCCpGaD	Gene - participates - Cellular Component	GpCC
CuGpCCpGaD	Disease - associates - Gene	DaG
CuGpCCpGdD	Compound - upregulates - Gene	CuG
CuGpCCpGdD	Gene - participates - Cellular Component	GpCC
CuGpCCpGdD	Gene - participates - Cellular Component	GpCC
CuGpCCpGdD	Disease - downregulates - Gene	DdG
CuGpCCpGuD	Compound - upregulates - Gene	CuG
CuGpCCpGuD	Gene - participates - Cellular Component	GpCC
CuGpCCpGuD	Gene - participates - Cellular Component	GpCC
CuGpCCpGuD	Disease - upregulates - Gene	DuG
CuGpMFpGaD	Compound - upregulates - Gene	CuG
CuGpMFpGaD	Gene - participates - Molecular Function	GpMF
CuGpMFpGaD	Gene - participates - Molecular Function	GpMF
CuGpMFpGaD	Disease - associates - Gene	DaG
CuGpMFpGdD	Compound - upregulates - Gene	CuG
CuGpMFpGdD	Gene - participates - Molecular Function	GpMF
CuGpMFpGdD	Gene - participates - Molecular Function	GpMF
CuGpMFpGdD	Disease - downregulates - Gene	DdG
CuGpMFpGuD	Compound - upregulates - Gene	CuG
CuGpMFpGuD	Gene - participates - Molecular Function	GpMF
CuGpMFpGuD	Gene - participates - Molecular Function	GpMF
CuGpMFpGuD	Disease - upregulates - Gene	DuG
CuGpPWpGaD	Compound - upregulates - Gene	CuG
CuGpPWpGaD	Gene - participates - Pathway	GpPW
CuGpPWpGaD	Gene - participates - Pathway	GpPW
CuGpPWpGaD	Disease - associates - Gene	DaG
CuGpPWpGdD	Compound - upregulates - Gene	CuG
CuGpPWpGdD	Gene - participates - Pathway	GpPW
CuGpPWpGdD	Gene - participates - Pathway	GpPW
CuGpPWpGdD	Disease - downregulates - Gene	DdG
CuGpPWpGuD	Compound - upregulates - Gene	CuG
CuGpPWpGuD	Gene - participates - Pathway	GpPW
CuGpPWpGuD	Gene - participates - Pathway	GpPW
CuGpPWpGuD	Disease - upregulates - Gene	DuG
CuGr>G<rGaD	Compound - upregulates - Gene	CuG
CuGr>G<rGaD	Gene > regulates > Gene	GrG
CuGr>G<rGaD	Gene > regulates > Gene	GrG
CuGr>G<rGaD	Disease - associates - Gene	DaG
CuGr>G<rGdD	Compound - upregulates - Gene	CuG
CuGr>G<rGdD	Gene > regulates > Gene	GrG
CuGr>G<rGdD	Gene > regulates > Gene	GrG
CuGr>G<rGdD	Disease - downregulates - Gene	DdG
CuGr>G<rGuD	Compound - upregulates - Gene	CuG
CuGr>G<rGuD	Gene > regulates > Gene	GrG
CuGr>G<rGuD	Gene > regulates > Gene	GrG
CuGr>G<rGuD	Disease - upregulates - Gene	DuG
CuGr>GaDrD	Compound - upregulates - Gene	CuG
CuGr>GaDrD	Gene > regulates > Gene	GrG
CuGr>GaDrD	Disease - associates - Gene	DaG
CuGr>GaDrD	Disease - resembles - Disease	DrD
CuGr>GbCpD	Compound - upregulates - Gene	CuG
CuGr>GbCpD	Gene > regulates > Gene	GrG
CuGr>GbCpD	Compound - binds - Gene	CbG
CuGr>GbCpD	Compound - palliates - Disease	CpD
CuGr>GbCtD	Compound - upregulates - Gene	CuG
CuGr>GbCtD	Gene > regulates > Gene	GrG
CuGr>GbCtD	Compound - binds - Gene	CbG
CuGr>GbCtD	Compound - treats - Disease	CtD
CuGr>GcGaD	Compound - upregulates - Gene	CuG
CuGr>GcGaD	Gene > regulates > Gene	GrG
CuGr>GcGaD	Gene - covaries - Gene	GcG
CuGr>GcGaD	Disease - associates - Gene	DaG
CuGr>GcGdD	Compound - upregulates - Gene	CuG
CuGr>GcGdD	Gene > regulates > Gene	GrG
CuGr>GcGdD	Gene - covaries - Gene	GcG
CuGr>GcGdD	Disease - downregulates - Gene	DdG
CuGr>GcGuD	Compound - upregulates - Gene	CuG
CuGr>GcGuD	Gene > regulates > Gene	GrG
CuGr>GcGuD	Gene - covaries - Gene	GcG
CuGr>GcGuD	Disease - upregulates - Gene	DuG
CuGr>GdAlD	Compound - upregulates - Gene	CuG
CuGr>GdAlD	Gene > regulates > Gene	GrG
CuGr>GdAlD	Anatomy - downregulates - Gene	AdG
CuGr>GdAlD	Disease - localizes - Anatomy	DlA
CuGr>GdCpD	Compound - upregulates - Gene	CuG
CuGr>GdCpD	Gene > regulates > Gene	GrG
CuGr>GdCpD	Compound - downregulates - Gene	CdG
CuGr>GdCpD	Compound - palliates - Disease	CpD
CuGr>GdCtD	Compound - upregulates - Gene	CuG
CuGr>GdCtD	Gene > regulates > Gene	GrG
CuGr>GdCtD	Compound - downregulates - Gene	CdG
CuGr>GdCtD	Compound - treats - Disease	CtD
CuGr>GdDrD	Compound - upregulates - Gene	CuG
CuGr>GdDrD	Gene > regulates > Gene	GrG
CuGr>GdDrD	Disease - downregulates - Gene	DdG
CuGr>GdDrD	Disease - resembles - Disease	DrD
CuGr>GeAlD	Compound - upregulates - Gene	CuG
CuGr>GeAlD	Gene > regulates > Gene	GrG
CuGr>GeAlD	Anatomy - expresses - Gene	AeG
CuGr>GeAlD	Disease - localizes - Anatomy	DlA
CuGr>GiGaD	Compound - upregulates - Gene	CuG
CuGr>GiGaD	Gene > regulates > Gene	GrG
CuGr>GiGaD	Gene - interacts - Gene	GiG
CuGr>GiGaD	Disease - associates - Gene	DaG
CuGr>GiGdD	Compound - upregulates - Gene	CuG
CuGr>GiGdD	Gene > regulates > Gene	GrG
CuGr>GiGdD	Gene - interacts - Gene	GiG
CuGr>GiGdD	Disease - downregulates - Gene	DdG
CuGr>GiGuD	Compound - upregulates - Gene	CuG
CuGr>GiGuD	Gene > regulates > Gene	GrG
CuGr>GiGuD	Gene - interacts - Gene	GiG
CuGr>GiGuD	Disease - upregulates - Gene	DuG
CuGr>Gr>GaD	Compound - upregulates - Gene	CuG
CuGr>Gr>GaD	Gene > regulates > Gene	GrG
CuGr>Gr>GaD	Gene > regulates > Gene	GrG
CuGr>Gr>GaD	Disease - associates - Gene	DaG
CuGr>Gr>GdD	Compound - upregulates - Gene	CuG
CuGr>Gr>GdD	Gene > regulates > Gene	GrG
CuGr>Gr>GdD	Gene > regulates > Gene	GrG
CuGr>Gr>GdD	Disease - downregulates - Gene	DdG
CuGr>Gr>GuD	Compound - upregulates - Gene	CuG
CuGr>Gr>GuD	Gene > regulates > Gene	GrG
CuGr>Gr>GuD	Gene > regulates > Gene	GrG
CuGr>Gr>GuD	Disease - upregulates - Gene	DuG
CuGr>GuAlD	Compound - upregulates - Gene	CuG
CuGr>GuAlD	Gene > regulates > Gene	GrG
CuGr>GuAlD	Anatomy - upregulates - Gene	AuG
CuGr>GuAlD	Disease - localizes - Anatomy	DlA
CuGr>GuCpD	Compound - upregulates - Gene	CuG
CuGr>GuCpD	Gene > regulates > Gene	GrG
CuGr>GuCpD	Compound - upregulates - Gene	CuG
CuGr>GuCpD	Compound - palliates - Disease	CpD
CuGr>GuCtD	Compound - upregulates - Gene	CuG
CuGr>GuCtD	Gene > regulates > Gene	GrG
CuGr>GuCtD	Compound - upregulates - Gene	CuG
CuGr>GuCtD	Compound - treats - Disease	CtD
CuGr>GuDrD	Compound - upregulates - Gene	CuG
CuGr>GuDrD	Gene > regulates > Gene	GrG
CuGr>GuDrD	Disease - upregulates - Gene	DuG
CuGr>GuDrD	Disease - resembles - Disease	DrD
CuGrPBrGaD	Compound - upregulates - Gene	CuG
CuGrPBrGaD	Perturbation - regulates - Gene	PBrG
CuGrPBrGaD	Perturbation - regulates - Gene	PBrG
CuGrPBrGaD	Disease - associates - Gene	DaG
CuGrPBrGdD	Compound - upregulates - Gene	CuG
CuGrPBrGdD	Perturbation - regulates - Gene	PBrG
CuGrPBrGdD	Perturbation - regulates - Gene	PBrG
CuGrPBrGdD	Disease - downregulates - Gene	DdG
CuGrPBrGuD	Compound - upregulates - Gene	CuG
CuGrPBrGuD	Perturbation - regulates - Gene	PBrG
CuGrPBrGuD	Perturbation - regulates - Gene	PBrG
CuGrPBrGuD	Disease - upregulates - Gene	DuG
CuGuAdGaD	Compound - upregulates - Gene	CuG
CuGuAdGaD	Anatomy - upregulates - Gene	AuG
CuGuAdGaD	Anatomy - downregulates - Gene	AdG
CuGuAdGaD	Disease - associates - Gene	DaG
CuGuAdGdD	Compound - upregulates - Gene	CuG
CuGuAdGdD	Anatomy - upregulates - Gene	AuG
CuGuAdGdD	Anatomy - downregulates - Gene	AdG
CuGuAdGdD	Disease - downregulates - Gene	DdG
CuGuAdGuD	Compound - upregulates - Gene	CuG
CuGuAdGuD	Anatomy - upregulates - Gene	AuG
CuGuAdGuD	Anatomy - downregulates - Gene	AdG
